time,Volts,Amps,Watts
2022-07-05 18:58:00.436758+07:00,5.22,0.4789,2.499
2022-07-05 18:58:00.781769+07:00,5.22,0.5604,2.925
2022-07-05 18:58:01.080626+07:00,5.22,0.5604,2.925
2022-07-05 18:58:01.410544+07:00,5.203,0.5604,2.915
2022-07-05 18:58:01.721813+07:00,5.203,0.5604,2.915
2022-07-05 18:58:02.063142+07:00,5.203,0.6195,3.223
2022-07-05 18:58:02.370551+07:00,5.203,0.6195,3.223
2022-07-05 18:58:02.718170+07:00,5.181,0.6195,3.209
2022-07-05 18:58:03.040601+07:00,5.181,0.6195,3.209
2022-07-05 18:58:03.365649+07:00,5.181,0.6162,3.192
2022-07-05 18:58:03.680626+07:00,5.181,0.6162,3.192
2022-07-05 18:58:04.012016+07:00,5.181,0.6162,3.192
2022-07-05 18:58:04.345672+07:00,5.181,0.6162,3.192
2022-07-05 18:58:04.659432+07:00,5.181,0.5163,2.674
2022-07-05 18:58:04.970713+07:00,5.181,0.5163,2.674
2022-07-05 18:58:05.315748+07:00,5.211,0.5163,2.69
2022-07-05 18:58:05.622038+07:00,5.211,0.5163,2.69
2022-07-05 18:58:05.979467+07:00,5.211,0.4769,2.485
2022-07-05 18:58:06.296999+07:00,5.211,0.4769,2.485
2022-07-05 18:58:06.622357+07:00,5.217,0.4769,2.487
2022-07-05 18:58:06.919535+07:00,5.217,0.4769,2.487
2022-07-05 18:58:07.270843+07:00,5.217,0.4932,2.573
2022-07-05 18:58:07.574493+07:00,5.217,0.4932,2.573
2022-07-05 18:58:07.908189+07:00,5.216,0.4932,2.572
2022-07-05 18:58:08.235735+07:00,5.216,0.4932,2.572
2022-07-05 18:58:08.558213+07:00,5.216,0.4791,2.498
2022-07-05 18:58:08.878301+07:00,5.216,0.4791,2.498
2022-07-05 18:58:09.208235+07:00,5.219,0.4791,2.5
2022-07-05 18:58:09.534558+07:00,5.219,0.4791,2.5
2022-07-05 18:58:09.876999+07:00,5.219,0.6021,3.142
2022-07-05 18:58:10.179582+07:00,5.219,0.6021,3.142
2022-07-05 18:58:10.507066+07:00,5.218,0.6021,3.141
2022-07-05 18:58:10.817072+07:00,5.218,0.6021,3.141
2022-07-05 18:58:11.177052+07:00,5.218,0.4471,2.332
2022-07-05 18:58:11.467068+07:00,5.218,0.4471,2.332
2022-07-05 18:58:11.815905+07:00,5.214,0.4471,2.331
2022-07-05 18:58:12.137141+07:00,5.214,0.4471,2.331
2022-07-05 18:58:12.464773+07:00,5.214,0.5065,2.64
2022-07-05 18:58:12.787336+07:00,5.214,0.5065,2.64
2022-07-05 18:58:13.127258+07:00,5.218,0.5065,2.642
2022-07-05 18:58:13.423634+07:00,5.218,0.5065,2.642
2022-07-05 18:58:13.771011+07:00,5.218,0.454,2.368
2022-07-05 18:58:14.092310+07:00,5.218,0.454,2.368
2022-07-05 18:58:14.418583+07:00,5.218,0.454,2.368
2022-07-05 18:58:14.718591+07:00,5.218,0.454,2.368
2022-07-05 18:58:15.069844+07:00,5.218,0.5482,2.86
2022-07-05 18:58:15.366101+07:00,5.218,0.5482,2.86
2022-07-05 18:58:15.728570+07:00,5.216,0.5482,2.859
2022-07-05 18:58:16.036113+07:00,5.216,0.5482,2.859
2022-07-05 18:58:16.371129+07:00,5.216,0.4654,2.427
2022-07-05 18:58:16.686181+07:00,5.216,0.4654,2.427
2022-07-05 18:58:17.011263+07:00,5.217,0.4654,2.427
2022-07-05 18:58:17.322445+07:00,5.217,0.4654,2.427
2022-07-05 18:58:17.672413+07:00,5.217,0.5944,3.1
2022-07-05 18:58:17.971348+07:00,5.217,0.5944,3.1
2022-07-05 18:58:18.321164+07:00,5.218,0.5944,3.101
2022-07-05 18:58:18.637353+07:00,5.218,0.5944,3.101
2022-07-05 18:58:18.957372+07:00,5.218,0.4426,2.309
2022-07-05 18:58:19.267363+07:00,5.218,0.4426,2.309
2022-07-05 18:58:19.616194+07:00,5.216,0.4426,2.308
2022-07-05 18:58:19.914936+07:00,5.216,0.4426,2.308
2022-07-05 18:58:20.262500+07:00,5.216,0.4487,2.34
2022-07-05 18:58:20.573753+07:00,5.216,0.4487,2.34
2022-07-05 18:58:20.904919+07:00,5.218,0.4487,2.341
2022-07-05 18:58:21.221246+07:00,5.218,0.4487,2.341
2022-07-05 18:58:21.563747+07:00,5.218,0.4685,2.444
2022-07-05 18:58:21.866291+07:00,5.218,0.4685,2.444
2022-07-05 18:58:22.205076+07:00,5.219,0.4685,2.445
2022-07-05 18:58:22.527560+07:00,5.219,0.4685,2.445
2022-07-05 18:58:22.880174+07:00,5.219,0.4593,2.397
2022-07-05 18:58:23.182695+07:00,5.219,0.4593,2.397
2022-07-05 18:58:23.505149+07:00,5.217,0.4593,2.396
2022-07-05 18:58:23.817661+07:00,5.217,0.4593,2.396
2022-07-05 18:58:24.156459+07:00,5.217,0.4487,2.34
2022-07-05 18:58:24.479002+07:00,5.217,0.4487,2.34
2022-07-05 18:58:24.825176+07:00,5.214,0.4487,2.339
2022-07-05 18:58:25.135291+07:00,5.214,0.4487,2.339
2022-07-05 18:58:25.465220+07:00,5.214,0.4773,2.488
2022-07-05 18:58:25.783993+07:00,5.214,0.4773,2.488
2022-07-05 18:58:26.106468+07:00,5.216,0.4773,2.489
2022-07-05 18:58:26.426495+07:00,5.216,0.4773,2.489
2022-07-05 18:58:26.772800+07:00,5.216,0.5202,2.713
2022-07-05 18:58:27.074138+07:00,5.216,0.5202,2.713
2022-07-05 18:58:27.421527+07:00,5.21,0.5202,2.71
2022-07-05 18:58:27.714053+07:00,5.21,0.5202,2.71
2022-07-05 18:58:28.062934+07:00,5.21,0.444,2.313
2022-07-05 18:58:28.384120+07:00,5.21,0.444,2.313
2022-07-05 18:58:28.725242+07:00,5.216,0.444,2.315
2022-07-05 18:58:29.014031+07:00,5.216,0.444,2.315
2022-07-05 18:58:29.354039+07:00,5.216,0.4424,2.307
2022-07-05 18:58:29.666620+07:00,5.216,0.4424,2.307
2022-07-05 18:58:30.005310+07:00,5.219,0.4424,2.308
2022-07-05 18:58:30.325328+07:00,5.219,0.4424,2.308
2022-07-05 18:58:30.669081+07:00,5.219,0.4507,2.352
2022-07-05 18:58:30.965323+07:00,5.219,0.4507,2.352
2022-07-05 18:58:31.304090+07:00,5.219,0.4507,2.352
2022-07-05 18:58:31.652220+07:00,5.219,0.4507,2.352
2022-07-05 18:58:31.966678+07:00,5.219,0.4783,2.496
2022-07-05 18:58:32.266626+07:00,5.219,0.4783,2.496
2022-07-05 18:58:32.612960+07:00,5.211,0.4783,2.492
2022-07-05 18:58:32.931664+07:00,5.211,0.4783,2.492
2022-07-05 18:58:33.274210+07:00,5.211,0.4444,2.315
2022-07-05 18:58:33.568201+07:00,5.211,0.4444,2.315
2022-07-05 18:58:33.908033+07:00,5.214,0.4444,2.317
2022-07-05 18:58:34.213053+07:00,5.214,0.4444,2.317
2022-07-05 18:58:34.559419+07:00,5.214,0.4571,2.383
2022-07-05 18:58:34.870711+07:00,5.214,0.4571,2.383
2022-07-05 18:58:35.216839+07:00,5.206,0.4571,2.379
2022-07-05 18:58:35.518156+07:00,5.206,0.4571,2.379
2022-07-05 18:58:35.866964+07:00,5.206,0.4828,2.513
2022-07-05 18:58:36.163283+07:00,5.206,0.4828,2.513
2022-07-05 18:58:36.508294+07:00,5.218,0.4828,2.519
2022-07-05 18:58:36.813149+07:00,5.218,0.4828,2.519
2022-07-05 18:58:37.156984+07:00,5.218,0.4697,2.45
2022-07-05 18:58:37.466991+07:00,5.218,0.4697,2.45
2022-07-05 18:58:37.804489+07:00,5.212,0.4697,2.448
2022-07-05 18:58:38.135733+07:00,5.212,0.4697,2.448
2022-07-05 18:58:38.458230+07:00,5.212,0.5408,2.818
2022-07-05 18:58:38.778290+07:00,5.212,0.5408,2.818
2022-07-05 18:58:39.113203+07:00,5.219,0.5408,2.822
