time,Volts,Amps,Watts
2022-07-05 18:30:35.073358+07:00,5.22,0.4875,2.544
2022-07-05 18:30:35.420844+07:00,5.217,0.4875,2.543
2022-07-05 18:30:35.714694+07:00,5.217,0.4875,2.543
2022-07-05 18:30:36.067207+07:00,5.217,0.4677,2.439
2022-07-05 18:30:36.364730+07:00,5.217,0.4677,2.439
2022-07-05 18:30:36.714632+07:00,5.216,0.4677,2.439
2022-07-05 18:30:37.038393+07:00,5.216,0.4677,2.439
2022-07-05 18:30:37.362222+07:00,5.216,0.548,2.858
2022-07-05 18:30:37.687108+07:00,5.216,0.548,2.858
2022-07-05 18:30:38.015907+07:00,5.21,0.548,2.855
2022-07-05 18:30:38.324655+07:00,5.21,0.548,2.855
2022-07-05 18:30:38.674588+07:00,5.21,0.4665,2.43
2022-07-05 18:30:38.964659+07:00,5.21,0.4665,2.43
2022-07-05 18:30:39.322165+07:00,5.219,0.4665,2.434
2022-07-05 18:30:39.613422+07:00,5.219,0.4665,2.434
2022-07-05 18:30:39.959730+07:00,5.219,0.4454,2.324
2022-07-05 18:30:40.264662+07:00,5.219,0.4454,2.324
2022-07-05 18:30:40.615952+07:00,5.219,0.4454,2.324
2022-07-05 18:30:40.912219+07:00,5.219,0.4454,2.324
2022-07-05 18:30:41.264748+07:00,5.219,0.4489,2.342
2022-07-05 18:30:41.575976+07:00,5.219,0.4489,2.342
2022-07-05 18:30:41.924742+07:00,5.213,0.4489,2.34
2022-07-05 18:30:42.212267+07:00,5.213,0.4489,2.34
2022-07-05 18:30:42.552352+07:00,5.213,0.5092,2.654
2022-07-05 18:30:42.869234+07:00,5.213,0.5092,2.654
2022-07-05 18:30:43.202359+07:00,5.219,0.5092,2.657
2022-07-05 18:30:43.521171+07:00,5.219,0.5092,2.657
2022-07-05 18:30:43.856272+07:00,5.219,0.4495,2.345
2022-07-05 18:30:44.162461+07:00,5.219,0.4495,2.345
2022-07-05 18:30:44.507459+07:00,5.22,0.4495,2.346
2022-07-05 18:30:44.816154+07:00,5.22,0.4495,2.346
2022-07-05 18:30:45.151201+07:00,5.22,0.5931,3.095
2022-07-05 18:30:45.483697+07:00,5.22,0.5931,3.095
2022-07-05 18:30:45.815043+07:00,5.217,0.5931,3.094
2022-07-05 18:30:46.131378+07:00,5.217,0.5931,3.094
2022-07-05 18:30:46.461396+07:00,5.217,0.4834,2.521
2022-07-05 18:30:46.761385+07:00,5.217,0.4834,2.521
2022-07-05 18:30:47.118780+07:00,5.215,0.4834,2.52
2022-07-05 18:30:47.410015+07:00,5.215,0.4834,2.52
2022-07-05 18:30:47.770412+07:00,5.215,0.5351,2.79
2022-07-05 18:30:48.075041+07:00,5.215,0.5351,2.79
2022-07-05 18:30:48.411270+07:00,5.218,0.5351,2.792
2022-07-05 18:30:48.733753+07:00,5.218,0.5351,2.792
2022-07-05 18:30:49.050027+07:00,5.218,0.444,2.316
2022-07-05 18:30:49.360622+07:00,5.218,0.444,2.316
2022-07-05 18:30:49.712610+07:00,5.214,0.444,2.315
2022-07-05 18:30:50.045108+07:00,5.214,0.444,2.315
2022-07-05 18:30:50.370088+07:00,5.214,0.4468,2.329
2022-07-05 18:30:50.670129+07:00,5.214,0.4468,2.329
2022-07-05 18:30:51.012629+07:00,5.215,0.4468,2.33
2022-07-05 18:30:51.311377+07:00,5.215,0.4468,2.33
2022-07-05 18:30:51.658959+07:00,5.215,0.4581,2.388
2022-07-05 18:30:51.976428+07:00,5.215,0.4581,2.388
2022-07-05 18:30:52.300147+07:00,5.211,0.4581,2.387
2022-07-05 18:30:52.632705+07:00,5.211,0.4581,2.387
2022-07-05 18:30:52.961574+07:00,5.211,0.4452,2.319
2022-07-05 18:30:53.260261+07:00,5.211,0.4452,2.319
2022-07-05 18:30:53.600321+07:00,5.216,0.4452,2.322
2022-07-05 18:30:53.961564+07:00,5.216,0.4452,2.322
2022-07-05 18:30:54.264202+07:00,5.216,0.4462,2.327
2022-07-05 18:30:54.559117+07:00,5.216,0.4462,2.327
2022-07-05 18:30:54.901607+07:00,5.217,0.4462,2.327
2022-07-05 18:30:55.230372+07:00,5.217,0.4462,2.327
2022-07-05 18:30:55.547871+07:00,5.217,0.4908,2.56
2022-07-05 18:30:55.877931+07:00,5.217,0.4908,2.56
2022-07-05 18:30:56.231743+07:00,5.215,0.4908,2.559
2022-07-05 18:30:56.512909+07:00,5.215,0.4908,2.559
2022-07-05 18:30:56.859307+07:00,5.215,0.5118,2.669
2022-07-05 18:30:57.157938+07:00,5.215,0.5118,2.669
2022-07-05 18:30:57.502984+07:00,5.207,0.5118,2.664
2022-07-05 18:30:57.827978+07:00,5.207,0.5118,2.664
2022-07-05 18:30:58.148568+07:00,5.207,0.4495,2.34
2022-07-05 18:30:58.475636+07:00,5.207,0.4495,2.34
2022-07-05 18:30:58.803000+07:00,5.219,0.4495,2.345
2022-07-05 18:30:59.135435+07:00,5.219,0.4495,2.345
2022-07-05 18:30:59.450519+07:00,5.219,0.4552,2.375
2022-07-05 18:30:59.756676+07:00,5.219,0.4552,2.375
2022-07-05 18:31:00.103003+07:00,5.219,0.4552,2.375
2022-07-05 18:31:00.407997+07:00,5.219,0.4552,2.375
2022-07-05 18:31:00.745476+07:00,5.219,0.4411,2.302
2022-07-05 18:31:01.063040+07:00,5.219,0.4411,2.302
2022-07-05 18:31:01.396791+07:00,5.219,0.4411,2.302
2022-07-05 18:31:01.721831+07:00,5.219,0.4411,2.302
2022-07-05 18:31:02.065519+07:00,5.219,0.4434,2.314
2022-07-05 18:31:02.354275+07:00,5.219,0.4434,2.314
2022-07-05 18:31:02.697257+07:00,5.206,0.4434,2.308
2022-07-05 18:31:03.014354+07:00,5.206,0.4434,2.308
2022-07-05 18:31:03.345743+07:00,5.206,0.4548,2.367
2022-07-05 18:31:03.654427+07:00,5.206,0.4548,2.367
2022-07-05 18:31:03.995739+07:00,5.22,0.4548,2.374
2022-07-05 18:31:04.308318+07:00,5.22,0.4548,2.374
2022-07-05 18:31:04.644543+07:00,5.22,0.4787,2.498
2022-07-05 18:31:04.957590+07:00,5.22,0.4787,2.498
2022-07-05 18:31:05.294534+07:00,5.211,0.4787,2.494
2022-07-05 18:31:05.630841+07:00,5.211,0.4787,2.494
2022-07-05 18:31:05.965808+07:00,5.211,0.4646,2.421
2022-07-05 18:31:06.264576+07:00,5.211,0.4646,2.421
2022-07-05 18:31:06.607047+07:00,5.216,0.4646,2.423
2022-07-05 18:31:06.908462+07:00,5.216,0.4646,2.423
2022-07-05 18:31:07.260826+07:00,5.216,0.5083,2.651
2022-07-05 18:31:07.565898+07:00,5.216,0.5083,2.651
2022-07-05 18:31:07.898433+07:00,5.178,0.5083,2.631
2022-07-05 18:31:08.229670+07:00,5.178,0.5083,2.631
2022-07-05 18:31:08.550919+07:00,5.178,0.6195,3.207
2022-07-05 18:31:08.855952+07:00,5.178,0.6195,3.207
2022-07-05 18:31:09.214615+07:00,5.208,0.6195,3.226
2022-07-05 18:31:09.524589+07:00,5.208,0.6195,3.226
2022-07-05 18:31:09.844696+07:00,5.208,0.6029,3.139
2022-07-05 18:31:10.189629+07:00,5.208,0.6029,3.139
2022-07-05 18:31:10.492756+07:00,5.217,0.6029,3.145
2022-07-05 18:31:10.817177+07:00,5.217,0.6029,3.145
2022-07-05 18:31:11.162176+07:00,5.217,0.4434,2.313
2022-07-05 18:31:11.453403+07:00,5.217,0.4434,2.313
2022-07-05 18:31:11.814726+07:00,5.214,0.4434,2.311
2022-07-05 18:31:12.117244+07:00,5.214,0.4434,2.311
